Date,0,1,2,3,8,9
2018-09-21,68.840515,64.41152,34.55997,49.85467,164.02705,86.7569
2018-09-24,40.012276,21.453102,15.318192,25.149887,36.37326,21.089968
2018-09-26,38.076992,22.358603,16.506369,12.312707,43.87874,26.679342
2018-09-27,31.150154,21.481483,22.866241,16.8383,26.224516,27.860882
2018-09-28,26.956913,23.50862,25.850418,18.556684,36.057117,35.176277
2018-10-02,49.236805,44.80667,28.75232,50.300774,44.895065,30.365393
2018-10-03,47.1645,30.843039,28.775646,44.493988,61.60656,39.195404
2018-10-04,27.334814,76.03303,40.755695,22.332844,62.17596,42.44084
2018-10-05,25.845917,28.877562,28.995646,21.731968,33.49122,36.991585
2018-10-08,21.852867,25.170795,25.401684,20.53408,54.633762,52.381996
2018-10-09,24.022274,20.05666,16.57,17.085737,17.932966,15.759267
2018-10-10,53.191936,62.844124,35.66775,31.502314,142.79625,54.787308
2018-10-11,44.49144,55.36355,43.97078,37.900906,71.166,71.97678
2018-10-12,35.09012,58.086422,30.84994,18.800314,71.64699,42.01615
2018-10-15,46.80524,27.442854,26.354176,23.332756,39.127094,38.213703
2018-10-16,14.551201,27.421064,23.27475,23.26177,31.130808,19.744967
2018-10-18,37.631992,47.53973,30.960552,31.113161,55.08626,27.118835
2018-10-19,26.186298,25.72457,18.365297,14.989513,36.031746,27.356888
2018-10-22,39.85459,46.8863,35.80642,34.25537,40.084522,26.408424
2018-10-23,41.7306,30.886509,79.047295,89.581474,94.931595,79.62688
2018-10-24,18.81139,21.122635,23.024399,17.674223,37.35741,28.979736
2018-10-25,33.80739,21.663979,50.681908,25.670551,70.483894,47.066067
2018-10-26,123.37768,107.06304,108.475555,51.516438,102.93189,85.5349
2018-10-29,37.871784,50.519943,56.09467,56.042023,102.75077,57.642918
2018-10-30,78.171326,76.28934,62.676285,56.57314,104.39321,54.99599
2018-10-31,78.0239,59.80436,57.65898,96.6347,120.889145,145.13765
2018-11-01,32.07722,36.140938,28.734436,31.908846,55.671425,28.371454
2018-11-02,102.934784,110.146225,80.14041,73.431404,323.73907,93.58958
2018-11-05,44.388695,30.094349,39.10129,28.053137,52.80863,27.560892
2018-11-06,16.820185,20.784254,15.084387,18.16747,24.148241,21.639605
2018-11-07,20.730186,14.96082,12.492893,22.071373,28.911957,23.974735
2018-11-08,27.17242,41.01436,20.841448,32.68538,32.040527,35.766777
2018-11-09,23.172535,31.83189,14.370352,19.927973,38.31689,58.05605
2018-11-12,30.853588,28.372211,33.680103,36.428497,65.80443,28.969452
2018-11-13,17.914328,24.344769,18.255083,20.763355,36.955082,20.037937
2018-11-14,21.800867,31.985971,21.313437,23.355116,57.11833,25.155222
2018-11-15,36.54515,43.550476,26.72408,20.644342,46.295425,43.77014
2018-11-16,11.210784,20.943785,11.662522,9.171586,14.185697,11.869121
2018-11-19,26.918026,23.463463,21.734512,13.646468,21.145369,25.210987
2018-11-20,19.352571,39.324795,26.987215,22.77007,39.117844,21.848982
2018-11-21,10.165009,22.750399,13.421438,26.26746,31.786016,21.126316
2018-11-22,22.2509,36.320713,23.804098,18.154673,36.963417,34.86287
2018-11-23,6.5058284,8.904664,7.975562,11.57568,15.659749,15.001166
2018-11-26,33.3279,36.05829,25.095398,20.757872,48.178,33.715652
2018-11-27,13.332595,32.531166,27.949734,44.356304,34.1571,24.064926
2018-11-28,21.536108,15.85348,18.91986,12.033481,25.637495,27.21532
2018-11-29,21.456535,22.94184,21.320303,27.012041,39.09203,31.23838
2018-11-30,23.483759,29.97304,22.157682,16.658339,29.048853,25.57652
2018-12-03,56.509407,125.796814,32.155727,37.850094,135.57396,63.37286
2018-12-04,23.247463,30.333273,19.21409,27.46991,19.147429,22.937796
2018-12-05,29.430433,39.935642,30.160135,24.289206,41.07637,27.507664
2018-12-06,76.92424,105.42541,74.34559,111.94081,104.33874,209.67007
2018-12-07,47.81837,44.46808,33.93273,48.201187,70.48607,40.550312
2018-12-10,34.635593,28.388159,29.15395,27.303425,70.472946,61.7902
2018-12-11,14.761631,22.42582,21.40178,11.47205,18.430874,17.180275
2018-12-12,27.599842,71.3124,40.21825,22.949602,45.81585,21.47832
